Album,Artist,Track ID,Track Name,Track URI,acousticness,danceability,popularity,speechiness,valence,liveness,instrumentalness,mode,energy
COWBOY CARTER,Beyoncé,7CA0mEKqEZ0WFAIlTS4uEl,SWEET ★ HONEY ★ BUCKIIN',spotify:track:7CA0mEKqEZ0WFAIlTS4uEl,0.208,0.73,80,0.185,0.337,0.118,4.1E-4,0,0.639
Mary Boone,Vampire Weekend,0AblcvD6OBKCvICEHzgWSJ,Mary Boone,spotify:track:0AblcvD6OBKCvICEHzgWSJ,0.0917,0.501,64,0.0474,0.395,0.121,0.0434,1,0.65
11:11 (Deluxe),Chris Brown,4AZpd5q5MyW85vseLzLNjf,Summer Too Hot,spotify:track:4AZpd5q5MyW85vseLzLNjf,0.214,0.702,18,0.0533,0.262,0.189,7.22E-6,0,0.698
att.,Young Miko,5sgUjdBSTu9eqN2IJnNkYS,tamagotchi,spotify:track:5sgUjdBSTu9eqN2IJnNkYS,0.226,0.82,65,0.0636,0.738,0.197,0.0,1,0.649
I Don't Wanna Wait,David Guetta,331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,spotify:track:331l3xABO0HMr1Kkyh2LZq,0.0375,0.681,77,0.0309,0.554,0.232,0.0,0,0.714
Locked Up,Sam Hunt,34tdG5807YCh6BQ4FyivwZ,Locked Up,spotify:track:34tdG5807YCh6BQ4FyivwZ,0.34,0.491,51,0.149,0.48,0.156,0.0,1,0.78
"NASHVILLE, TENNESSEE",ERNEST,7AFutV1feSVlGJxnn5Je1M,Ain't Too Late,spotify:track:7AFutV1feSVlGJxnn5Je1M,0.0312,0.488,"",0.0272,0.531,0.0944,3.63E-5,1,0.741
Country,Medium Build,0P6Q6GTosgQk3iSexNGHJS,Crying Over U,spotify:track:0P6Q6GTosgQk3iSexNGHJS,0.417,0.574,44,0.0255,0.411,0.0951,0.0285,1,0.579
att.,Young Miko,6Dwq4iXw9IQ97sGkwy9J6p,en la pichi interlude,spotify:track:6Dwq4iXw9IQ97sGkwy9J6p,0.751,0.658,62,0.114,0.677,0.0786,1.72E-6,1,0.468
Papercuts,Linkin Park,6KNSQJhc7DX6Z5nzNBQCc1,Lost,spotify:track:6KNSQJhc7DX6Z5nzNBQCc1,0.00412,0.596,"",0.0285,0.459,0.338,0.0,1,0.798
Found Heaven,Conan Gray,6qOHp1FkEkv782ggdUFEiK,Found Heaven,spotify:track:6qOHp1FkEkv782ggdUFEiK,0.00453,0.529,67,0.0492,0.236,0.114,0.0,1,0.897
att.,Young Miko,73g6RENTgyeOn8vD04F2MT,no quiero pelear,spotify:track:73g6RENTgyeOn8vD04F2MT,0.63,0.59,63,0.305,0.442,0.103,4.82E-5,1,0.462
Mood Swings,Marcus King,1j1CeEom4KfmrKgda7zuWL,Cadillac,spotify:track:1j1CeEom4KfmrKgda7zuWL,0.745,0.515,41,0.0311,0.177,0.229,0.0,1,0.389
11:11 (Deluxe),Chris Brown,5JrQ1Jc3udCcAJasEpH0Ov,Run Away (feat. Bryson Tiller),spotify:track:5JrQ1Jc3udCcAJasEpH0Ov,0.0342,0.671,36,0.0565,0.24,0.118,0.0,0,0.428
att.,Young Miko,52efxkazJPLF9SeuUuuX0u,rookie of the year,spotify:track:52efxkazJPLF9SeuUuuX0u,0.237,0.576,65,0.423,0.198,0.645,0.0,1,0.556
Nothing Ever Changes,Vintage Culture,2s2OeeHvgUlAWElUmnNOCL,Weak,spotify:track:2s2OeeHvgUlAWElUmnNOCL,0.0486,0.846,45,0.0735,0.431,0.0907,0.00565,0,0.685
Mistake,Mimi Webb,1WLpHzABY3TFLkOQoU4bDW,Mistake,spotify:track:1WLpHzABY3TFLkOQoU4bDW,0.0334,0.611,"",0.0788,0.401,0.135,3.42E-6,0,0.729
11:11 (Deluxe),Chris Brown,2w3WwhPH4X2DPfzZnPIPKe,Stutter,spotify:track:2w3WwhPH4X2DPfzZnPIPKe,0.0349,0.668,19,0.0433,0.502,0.101,0.0,0,0.614
"NASHVILLE, TENNESSEE",ERNEST,1jWuX0MVDjgYm3ZKfqrnyc,Summertime Flies,spotify:track:1jWuX0MVDjgYm3ZKfqrnyc,0.262,0.58,"",0.0344,0.395,0.0959,0.0,1,0.669
Stuck,Scene Queen,6wQIp5hwjZvprG3ao24eGs,Finger,spotify:track:6wQIp5hwjZvprG3ao24eGs,9.9E-4,0.578,11,0.0692,0.898,0.312,0.0237,0,0.89
Go To Bed Sober,Ryan Hurd,2lLx6KEtmUDvRi4iWQyqRV,Go To Bed Sober,spotify:track:2lLx6KEtmUDvRi4iWQyqRV,0.787,0.686,"",0.0886,0.458,0.104,1.78E-4,1,0.534
Way Out Here,Riley Green,2OkPXNItOIOpD5OyOCWvyK,Way Out Here,spotify:track:2OkPXNItOIOpD5OyOCWvyK,0.112,0.482,"",0.0289,0.281,0.0863,9.06E-6,1,0.605
Us Vs. Them,$uicideboy$,3cmdqMDc0Fj4TgPeyDOYTM,Us Vs. Them,spotify:track:3cmdqMDc0Fj4TgPeyDOYTM,0.046,0.651,78,0.172,0.509,0.895,0.214,1,0.906
Where The Joy Is,We Are Messengers,1S0JrUZk0beSJx2kkcN2wF,Keep Your Head Up,spotify:track:1S0JrUZk0beSJx2kkcN2wF,8.24E-4,0.614,48,0.0467,0.683,0.0971,0.0,1,0.877
Through the Smoke,Nate Smith,2N9Z9TGnBeOYrjtyc9oJAF,Here's To Hometowns,spotify:track:2N9Z9TGnBeOYrjtyc9oJAF,0.042,0.55,51,0.0302,0.329,0.111,0.0,1,0.751
USB,Romy,2wFVvzFO7s1rBISgGyHJJT,Lights Out (feat. Fred again..) - HAAi Remix,spotify:track:2wFVvzFO7s1rBISgGyHJJT,8.41E-4,0.593,49,0.0364,0.282,0.112,0.431,1,0.896
COWBOY CARTER,Beyoncé,1UP7PXne1lIYZB5G5aiRGL,II MOST WANTED,spotify:track:1UP7PXne1lIYZB5G5aiRGL,0.497,0.533,87,0.0289,0.256,0.174,0.0,1,0.355
garage sale,BETWEEN FRIENDS,5LX8PAdEOzC0gdRMmxdpAt,Friends,spotify:track:5LX8PAdEOzC0gdRMmxdpAt,0.103,0.499,"",0.0533,0.573,0.0891,0.0,1,0.534
11:11 (Deluxe),Chris Brown,6tF7gpjHASUlwHv8Txr2UD,Sex So Good,spotify:track:6tF7gpjHASUlwHv8Txr2UD,0.0288,0.694,31,0.0598,0.295,0.125,0.0,0,0.71
Alienated,ZAYN,3Mc9WnQJxBDKBHpys9O1Bw,Alienated,spotify:track:3Mc9WnQJxBDKBHpys9O1Bw,0.465,0.491,"",0.0627,0.472,0.135,0.0,1,0.577
Pigeons & Planes presents: See You Next Year 2,Kenny Mason,61IrD4hmjsM5myqBWmeZc7,Big Bank,spotify:track:61IrD4hmjsM5myqBWmeZc7,0.0708,0.728,34,0.0429,0.323,0.0925,3.51E-5,1,0.88
Older,Lizzy McAlpine,4u1cRUVmE8jGI36hht6nRl,March,spotify:track:4u1cRUVmE8jGI36hht6nRl,0.926,0.354,60,0.0448,0.187,0.123,1.26E-4,1,0.144
Where The Joy Is,We Are Messengers,4Hi02YgCMOh7AvfB5jYuoT,All Things,spotify:track:4Hi02YgCMOh7AvfB5jYuoT,0.0371,0.587,30,0.0417,0.63,0.342,0.0,1,0.855
Bryson Tiller,Bryson Tiller,7aQ1tSYr518KwnE4SVSQbT,Whatever She Wants [BONUS],spotify:track:7aQ1tSYr518KwnE4SVSQbT,0.128,0.803,65,0.066,0.435,0.0928,0.0,0,0.512
Oh Well feat. Chris Stapleton,Slash,142tXkZruUBXDHGWftKYr9,Killing Floor feat. Brian Johnson,spotify:track:142tXkZruUBXDHGWftKYr9,6.88E-4,0.6,"",0.0327,0.661,0.322,0.767,1,0.9
COWBOY CARTER,Beyoncé,2dv2DYn0V0j0Wx6Ra40bce,SMOKE HOUR ★ WILLIE NELSON,spotify:track:2dv2DYn0V0j0Wx6Ra40bce,0.963,0.739,80,0.921,0.82,0.849,7.53E-4,1,0.406
Fireworks & Rollerblades,Benson Boone,6HuHyXviAdpmnQu73JHfBz,Ghost Town,spotify:track:6HuHyXviAdpmnQu73JHfBz,0.389,0.391,67,0.0763,0.116,0.102,0.0,1,0.335
Pigeons & Planes presents: See You Next Year 2,See You Next Year,5oRxL1xwkTVPZSQcaOkoSc,Jump,spotify:track:5oRxL1xwkTVPZSQcaOkoSc,0.0406,0.915,35,0.195,0.34,0.104,0.294,1,0.667
11:11 (Deluxe),Chris Brown,1CMKFHIrOVZLptIF1iFQUg,Best Ever (feat. Maeta),spotify:track:1CMKFHIrOVZLptIF1iFQUg,0.292,0.716,21,0.0579,0.509,0.407,0.00111,0,0.543
A LA SALA,Khruangbin,231a0JtwO0iYOeHsjbFVzI,Juegos y Nubes,spotify:track:231a0JtwO0iYOeHsjbFVzI,0.122,0.499,61,0.0369,0.797,0.606,0.856,0,0.571
Cherry On Top,Ben Platt,235lO0qJ7TO9lpDorTvegE,Cherry On Top,spotify:track:235lO0qJ7TO9lpDorTvegE,0.00476,0.621,13,0.0475,0.66,0.0564,0.0,1,0.801
un mechón de pelo,TINI,5AmSJDXYdxaU1B8eCrxaqb,me voy,spotify:track:5AmSJDXYdxaU1B8eCrxaqb,0.891,0.683,"",0.037,0.698,0.209,0.0,0,0.171
COWBOY CARTER,Beyoncé,0K9tfzrxJyCQIf7oAlPwaK,YA YA,spotify:track:0K9tfzrxJyCQIf7oAlPwaK,0.317,0.617,83,0.341,0.764,0.507,0.0,1,0.904
It Was Always You (Siempre Fuiste Tú),Carin Leon,74XgsdImAXUs6VDcmYqbDl,It Was Always You (Siempre Fuiste Tú),spotify:track:74XgsdImAXUs6VDcmYqbDl,0.0851,0.686,73,0.178,0.488,0.0793,1.66E-6,1,0.699
Ohio Players,The Black Keys,1SA1S31wud6Qoq8rxkqbSt,Only Love Matters,spotify:track:1SA1S31wud6Qoq8rxkqbSt,0.00641,0.333,59,0.0947,0.534,0.0834,0.01,1,0.848
dos,Camilo,4i2Uelkm3Fy2CSE63s4hSz,Una Vida Pasada,spotify:track:4i2Uelkm3Fy2CSE63s4hSz,0.656,0.768,62,0.0411,0.948,0.143,3.66E-5,0,0.679
I'M DOING IT AGAIN BABY!,girl in red,66ex88O0p8fmw7ShFLlmmC,★★★★★,spotify:track:66ex88O0p8fmw7ShFLlmmC,0.0816,0.573,"",0.16,0.54,0.0643,0.00398,0,0.734
After Hours,Kehlani,2x03XLsTZ0o86h0cfHrkKF,After Hours,spotify:track:2x03XLsTZ0o86h0cfHrkKF,0.0736,0.724,73,0.0421,0.735,0.11,0.00113,1,0.794
COWBOY CARTER,Beyoncé,5tInFhbFRLTM4rFu6yVSJA,SMOKE HOUR II,spotify:track:5tInFhbFRLTM4rFu6yVSJA,0.797,0.465,56,0.42,0.923,0.539,0.00481,1,0.244
Strong,Tyler Hubbard,2OSQ9bmwVST63xuoqZfpbr,Strong,spotify:track:2OSQ9bmwVST63xuoqZfpbr,0.0118,0.425,"",0.0362,0.35,0.354,0.0,1,0.717
Gamma,Gesaffelstein,2vMXEYcrqv5HAoBy83UQkT,Digital Slaves,spotify:track:2vMXEYcrqv5HAoBy83UQkT,0.0338,0.646,56,0.0995,0.896,0.135,0.709,1,0.848
Stuck,Scene Queen,7uiFaA6o5gUB9dtbZy7IRe,Pink Push-Up Bra,spotify:track:7uiFaA6o5gUB9dtbZy7IRe,0.00218,0.566,8,0.0757,0.538,0.354,1.32E-4,0,0.882
genre : sadboy,mgk,5RJvKzCyG6ReTWwPRaRF7K,suddenly,spotify:track:5RJvKzCyG6ReTWwPRaRF7K,0.123,0.606,68,0.054,0.394,0.354,0.0,0,0.723
Flea,St. Vincent,1t1Al1wsJTACjRUCz5q1Fl,Broken Man,spotify:track:1t1Al1wsJTACjRUCz5q1Fl,0.0621,0.77,45,0.0569,0.577,0.109,0.00843,0,0.736
Pigeons & Planes presents: See You Next Year 2,Kenny Mason,3EBE1Ge68lYCZ6Twp1kzio,Cannot Forget,spotify:track:3EBE1Ge68lYCZ6Twp1kzio,0.0346,0.61,36,0.0327,0.326,0.164,1.0E-4,1,0.533
Older,Lizzy McAlpine,7ySoma7tOtUTPSELihpcko,Vortex,spotify:track:7ySoma7tOtUTPSELihpcko,0.948,0.369,62,0.0333,0.234,0.0963,0.00864,1,0.215
Forever To Me,Cole Swindell,38RJG8nLAwGycitlHOiifP,Forever To Me,spotify:track:38RJG8nLAwGycitlHOiifP,0.166,0.56,"",0.0318,0.328,0.0837,0.0,1,0.555
Nothing Ever Changes,Vintage Culture,1oytqQdZTKnICWgqCW9SrI,Nothing Ever Changes,spotify:track:1oytqQdZTKnICWgqCW9SrI,0.0131,0.583,59,0.0309,0.147,0.0939,0.0347,0,0.659
Mood Swings,Marcus King,7wdDFj583srpFCkYxh1vx0,Save Me,spotify:track:7wdDFj583srpFCkYxh1vx0,0.471,0.656,45,0.134,0.549,0.133,2.15E-4,0,0.553
Bryson Tiller,Bryson Tiller,7lZBI90We7DeGsGE9YfMPU,No Thank You,spotify:track:7lZBI90We7DeGsGE9YfMPU,0.0116,0.591,66,0.243,0.714,0.127,0.0,0,0.642
Fireworks & Rollerblades,Benson Boone,5vuUeNKFGxOSm62Z6lNLF8,Love Of Mine,spotify:track:5vuUeNKFGxOSm62Z6lNLF8,0.651,0.331,66,0.035,0.106,0.0763,0.0,1,0.373
Bad For Me,Chayce Beckham,4IfMDVhKFMvKENVXbMJAW6,Everything I Need,spotify:track:4IfMDVhKFMvKENVXbMJAW6,0.0137,0.446,38,0.0318,0.631,0.352,2.62E-6,1,0.809
Bryson Tiller,Bryson Tiller,0pb8Y0dlYB4OkwfBsWPAMJ,Find My Way,spotify:track:0pb8Y0dlYB4OkwfBsWPAMJ,0.833,0.444,64,0.0332,0.324,0.117,0.0,0,0.355
"NASHVILLE, TENNESSEE",ERNEST,3iTzn0JqXfJjZHuwtgG8Fx,Slow Dancing In A Burning Room,spotify:track:3iTzn0JqXfJjZHuwtgG8Fx,0.135,0.639,"",0.0262,0.399,0.099,0.0033,0,0.575
COWBOY CARTER,Beyoncé,1Y7vNzQrybb2ICYKmbOfdt,II HANDS II HEAVEN,spotify:track:1Y7vNzQrybb2ICYKmbOfdt,0.539,0.674,80,0.224,0.533,0.0906,1.69E-6,1,0.602
Skin to Skin,Amira Elfeky,5LRSgPo7BKrhIBYrX1mL8z,Save Yourself,spotify:track:5LRSgPo7BKrhIBYrX1mL8z,0.00188,0.349,44,0.0725,0.392,0.0708,0.00397,0,0.931
My Oh My,Ava Max,377uEWjxVKksQDlwDqaIfx,My Oh My,spotify:track:377uEWjxVKksQDlwDqaIfx,0.0182,0.692,72,0.0383,0.653,0.148,8.82E-5,1,0.868
Don't Forget Me,Maggie Rogers,1Yz1u4yjkWLBBJqHzzXXPz,I Still Do,spotify:track:1Yz1u4yjkWLBBJqHzzXXPz,0.852,0.547,"",0.0248,0.191,0.108,0.0,1,0.207
Ohio Players,The Black Keys,1zCNzZTRsou6TFpe8nsmnK,Don't Let Me Go,spotify:track:1zCNzZTRsou6TFpe8nsmnK,0.015,0.518,61,0.0532,0.797,0.142,0.0,0,0.864
Might Delete Later,J. Cole,2mhdhTWqT8RhkTlN2yWZZi,7 Minute Drill,spotify:track:2mhdhTWqT8RhkTlN2yWZZi,0.0365,0.643,82,0.237,0.741,0.0993,0.0,0,0.791
Older,Lizzy McAlpine,6aRmjhWmg9pAioffjegxtp,Movie Star,spotify:track:6aRmjhWmg9pAioffjegxtp,0.877,0.67,63,0.0351,0.557,0.174,0.0,1,0.171
un mechón de pelo,TINI,490e7PHsxkzMot8qCO36Bt,pa,spotify:track:490e7PHsxkzMot8qCO36Bt,0.689,0.57,"",0.0354,0.326,0.199,0.0,1,0.271
Sweet Boy,Malcolm Todd,6dc1efEhnYMzVwz05VY4ZP,New Friends (feat. Eem Triplin),spotify:track:6dc1efEhnYMzVwz05VY4ZP,0.569,0.796,44,0.161,0.779,0.0756,0.0311,1,0.358
11:11 (Deluxe),Chris Brown,6DaUoalUi6GAQTLaWmNcF0,No Interruptions,spotify:track:6DaUoalUi6GAQTLaWmNcF0,0.222,0.447,35,0.196,0.67,0.0904,0.0,1,0.697
att.,Young Miko,6rGa59Ibh8CnTRxpftnB53,ID,spotify:track:6rGa59Ibh8CnTRxpftnB53,0.0558,0.687,63,0.166,0.665,0.0751,6.44E-5,0,0.731
COWBOY CARTER,Beyoncé,7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,spotify:track:7wLShogStyDeZvL0a6daN5,0.582,0.727,86,0.078,0.375,0.158,0.0,1,0.711
I'M DOING IT AGAIN BABY!,girl in red,34qaGPDvfWqp3F4iD5nGhf,You Need Me Now? (feat. Sabrina Carpenter),spotify:track:34qaGPDvfWqp3F4iD5nGhf,0.00397,0.543,"",0.172,0.644,0.0335,0.0,0,0.854
USB,Fred again..,44zHtICHoRfBaxfRgiSrKL,Turn On The Lights again.. (feat. Future),spotify:track:44zHtICHoRfBaxfRgiSrKL,0.0125,0.683,52,0.0497,0.551,0.318,0.446,0,0.887
Scarlet 2 CLAUDE,Doja Cat,0mxMMetknt24PVQxAHwXAZ,URRRGE!!!!!!!!!! (feat. A$AP Rocky),spotify:track:0mxMMetknt24PVQxAHwXAZ,0.00947,0.944,70,0.182,0.428,0.178,1.24E-4,1,0.653
I'M DOING IT AGAIN BABY!,girl in red,5ZNxEg7CJo2zSdOXLrv1kW,Pick Me,spotify:track:5ZNxEg7CJo2zSdOXLrv1kW,0.307,0.477,"",0.0305,0.23,0.291,7.0E-6,1,0.402
A LA SALA,Khruangbin,2pvYxLYo0cNSnYhWBGdXQQ,Fifteen Fifty-Three,spotify:track:2pvYxLYo0cNSnYhWBGdXQQ,0.371,0.361,63,0.0395,0.326,0.135,0.788,0,0.294
All I Ever Want Is Everything,Blu DeTiger,46h7B6jXj5S7TBZXqtFVEh,Cut Me Down (feat. Mallrat),spotify:track:46h7B6jXj5S7TBZXqtFVEh,0.0422,0.721,33,0.141,0.4,0.121,3.32E-5,0,0.788
USB,Fred again..,21f4TjwWXbnqg8d5R6oq8Y,BerwynGesaffNeighbours,spotify:track:21f4TjwWXbnqg8d5R6oq8Y,0.275,0.523,59,0.19,0.265,0.198,0.411,1,0.635
un mechón de pelo,TINI,10VrAhS6QQKA2mdf2NpreW,ángel,spotify:track:10VrAhS6QQKA2mdf2NpreW,0.496,0.628,"",0.045,0.486,0.356,0.0,0,0.494
86Sentra,NxWorries,0CBPxBZNCCBC5k1eBRVgYH,86Sentra,spotify:track:0CBPxBZNCCBC5k1eBRVgYH,0.355,0.763,64,0.308,0.643,0.105,3.95E-5,0,0.618
Country,Medium Build,2MQDGI0R2XyESjhmDyUv5H,Coming Home Drunk (Interlude),spotify:track:2MQDGI0R2XyESjhmDyUv5H,0.787,0.526,40,0.0297,0.403,0.107,0.825,1,0.208
Skin to Skin,Amira Elfeky,30I1aaeOdbc3GONaqg44yW,Tonight (demo),spotify:track:30I1aaeOdbc3GONaqg44yW,3.52E-4,0.383,39,0.0743,0.24,0.123,0.0145,0,0.924
Whiskey Blues,Tanner Adell,0mVYqxsm3ReFqAuxG9Orrk,Whiskey Blues,spotify:track:0mVYqxsm3ReFqAuxG9Orrk,0.0952,0.608,"",0.0514,0.707,0.236,0.0,1,0.606
11:11 (Deluxe),Chris Brown,5WoSlec8CC3rxzlJZDBPnS,My Slime,spotify:track:5WoSlec8CC3rxzlJZDBPnS,0.0611,0.566,30,0.189,0.375,0.114,0.0,0,0.473
COWBOY CARTER,Beyoncé,2PmMh2t7jAtN6cqFooA0Xy,JOLENE,spotify:track:2PmMh2t7jAtN6cqFooA0Xy,0.532,0.567,85,0.164,0.853,0.73,0.0,0,0.812
Sweet Boy,Malcolm Todd,6hKFQb0Jsr51UFJ4sNVoUx,On My Shoulder,spotify:track:6hKFQb0Jsr51UFJ4sNVoUx,0.382,0.665,43,0.0603,0.774,0.455,3.36E-4,1,0.596
Stuck,Scene Queen,3yyJWBJ3MOrLlhtla7Cq7P,Stuck,spotify:track:3yyJWBJ3MOrLlhtla7Cq7P,2.67E-5,0.762,19,0.105,0.664,0.126,3.31E-6,1,0.83
Ohio Players,The Black Keys,0IMBV4YXZABCZ95FaaQZUp,Candy and Her Friends (feat. Lil Noid),spotify:track:0IMBV4YXZABCZ95FaaQZUp,0.0949,0.504,59,0.192,0.594,0.672,7.67E-5,0,0.777
Brindo Con Agua,Aventura,0VazBorrrrE0vlacDVRQCx,Brindo Con Agua,spotify:track:0VazBorrrrE0vlacDVRQCx,0.625,0.858,62,0.0416,0.878,0.0708,3.91E-6,0,0.57
Older,Lizzy McAlpine,7vuTIC1zVc3i5VffKd2cHq,Better Than This,spotify:track:7vuTIC1zVc3i5VffKd2cHq,0.878,0.585,61,0.0302,0.403,0.0789,2.68E-6,1,0.174
Locked Up,Sam Hunt,2DOxC6AdXlSeUrsgWKuX4X,Country House,spotify:track:2DOxC6AdXlSeUrsgWKuX4X,0.164,0.659,60,0.0422,0.681,0.0849,0.0,1,0.753
Where The Joy Is,We Are Messengers,4TU7pHmT2DTCVdSDTVXLh4,God Be The Glory,spotify:track:4TU7pHmT2DTCVdSDTVXLh4,0.185,0.565,35,0.0341,0.253,0.0533,0.0,1,0.55
Ehhthang Ehhthang,GloRilla,6oXwnROJNUkozh28jT9O1V,Bad Bih 4 Ya (feat. Boston Richey),spotify:track:6oXwnROJNUkozh28jT9O1V,0.0112,0.843,60,0.383,0.757,0.103,0.0,0,0.746
Pigeons & Planes presents: See You Next Year 2,See You Next Year,0oAmgD4LwP6YgVIXAGfIKk,How To Cry,spotify:track:0oAmgD4LwP6YgVIXAGfIKk,0.253,0.439,35,0.199,0.42,0.315,1.58E-6,0,0.523
11:11 (Deluxe),Chris Brown,2Qq2rdtt5gt1Ua2y0XnErX,Very Special,spotify:track:2Qq2rdtt5gt1Ua2y0XnErX,0.0806,0.678,19,0.0649,0.285,0.262,7.68E-6,0,0.926
genre : sadboy,mgk,5TzITawiUIFftW4F9CFldd,no more,spotify:track:5TzITawiUIFftW4F9CFldd,0.577,0.78,67,0.0934,0.302,0.111,4.06E-6,1,0.358
Scarlet 2 CLAUDE,Doja Cat,7oZ3BHE9ZzWS3DpjD9RBOl,PISS,spotify:track:7oZ3BHE9ZzWS3DpjD9RBOl,0.183,0.808,67,0.456,0.515,0.0326,1.33E-6,0,0.518
Ehhthang Ehhthang,GloRilla,3WnxnjGIwQ7rJ7igCOu93l,No Bih,spotify:track:3WnxnjGIwQ7rJ7igCOu93l,0.243,0.859,60,0.196,0.789,0.141,2.48E-4,1,0.833
att.,Young Miko,2tVxwJfffbJOAUgSx01eKl,ay mami,spotify:track:2tVxwJfffbJOAUgSx01eKl,0.385,0.741,67,0.263,0.498,0.11,0.0,0,0.512
Stuck,Scene Queen,3M8Ty5d7j2kNkuMsFV1xv1,18+,spotify:track:3M8Ty5d7j2kNkuMsFV1xv1,0.0037,0.411,10,0.14,0.342,0.364,0.0,1,0.808
MANIFESTING 20-05,Feid,4vAAGNZAjmCUc51qjhFZdM,De Negro,spotify:track:4vAAGNZAjmCUc51qjhFZdM,0.191,0.69,58,0.112,0.368,0.145,0.0,0,0.88
Pigeons & Planes presents: See You Next Year 2,skaiwater,4Vcf88KFUWIaUgd0y2agaF,New Slaves,spotify:track:4Vcf88KFUWIaUgd0y2agaF,0.558,0.776,35,0.0462,0.514,0.113,0.156,1,0.679
L o s e M y M i n d,PARTYNEXTDOOR,7nnSTOoBWl2ctLxoqgCZoq,L o s e M y M i n d,spotify:track:7nnSTOoBWl2ctLxoqgCZoq,0.0583,0.433,38,0.0448,0.144,0.228,1.85E-5,0,0.477
Fireworks & Rollerblades,Benson Boone,7BXyTc2ycXzXjAaGRTqnad,Forever and a Day,spotify:track:7BXyTc2ycXzXjAaGRTqnad,0.081,0.436,69,0.0461,0.301,0.151,0.0,1,0.467
Scarlet 2 CLAUDE,Doja Cat,7y73txStcKSdfI7smRFfIE,DISRESPECTFUL,spotify:track:7y73txStcKSdfI7smRFfIE,0.0435,0.798,68,0.0846,0.387,0.12,4.35E-4,1,0.612
Bryson Tiller,Bryson Tiller,2g4jtlKn4tSIzHFn4Z3IYg,CALYPSO,spotify:track:2g4jtlKn4tSIzHFn4Z3IYg,0.0258,0.748,64,0.155,0.324,0.159,0.0,1,0.728
All I Ever Want Is Everything,Blu DeTiger,0ho6tGnCPHu7qKPBmqJwM3,Sad Girl Machine,spotify:track:0ho6tGnCPHu7qKPBmqJwM3,0.448,0.887,31,0.163,0.684,0.173,9.93E-5,0,0.545
Country,Medium Build,01g05Ii7fj7F8V1UlYFf1q,Cutting Thru The Country,spotify:track:01g05Ii7fj7F8V1UlYFf1q,0.73,0.72,42,0.0676,0.81,0.13,3.81E-5,1,0.639
"NASHVILLE, TENNESSEE",ERNEST,5T42M7PSB7YnRLVUnoMKPK,Ain't As Easy,spotify:track:5T42M7PSB7YnRLVUnoMKPK,0.363,0.52,"",0.023,0.425,0.124,7.78E-6,1,0.478
COWBOY CARTER,Beyoncé,7eEr7lgWYudwEKEaWCPiPI,BLACKBIIRD,spotify:track:7eEr7lgWYudwEKEaWCPiPI,0.716,0.476,83,0.0269,0.201,0.11,0.0,1,0.192
"NASHVILLE, TENNESSEE",ERNEST,0lAbpcF5UWZOGfXOV0MZDD,Small Town Goes,spotify:track:0lAbpcF5UWZOGfXOV0MZDD,0.0732,0.498,"",0.0312,0.435,0.205,0.0,1,0.757
Sweet Boy,Malcolm Todd,1JOUKim8ZlHaM5N43sQ9dq,Mr. Incorrect,spotify:track:1JOUKim8ZlHaM5N43sQ9dq,0.771,0.72,42,0.0406,0.811,0.185,0.00301,1,0.669
MANIFESTING 20-05,Feid,2iPoYcC5x7gylwRyCwzFxI,No Digas Na,spotify:track:2iPoYcC5x7gylwRyCwzFxI,0.129,0.616,58,0.0565,0.749,0.0548,0.0,1,0.837
Pigeons & Planes presents: See You Next Year 2,monte booker,6uBGdfr1j3HWPe8DzLdg4u,Waiting For You,spotify:track:6uBGdfr1j3HWPe8DzLdg4u,0.915,0.445,31,0.0318,0.352,0.0945,0.849,0,0.36
Might Delete Later,J. Cole,2cH8wHImerFokgmhjyhCTU,Huntin’ Wabbitz,spotify:track:2cH8wHImerFokgmhjyhCTU,0.177,0.807,79,0.353,0.431,0.0937,0.0,0,0.49
Townie,X Ambassadors,3jN8yPWQNdmNzoUJxMyy52,Fallout,spotify:track:3jN8yPWQNdmNzoUJxMyy52,0.00365,0.548,42,0.0307,0.157,0.149,6.42E-5,1,0.776
Papercuts,Linkin Park,5HxEUiQVhS8l8VFUDobYSn,New Divide,spotify:track:5HxEUiQVhS8l8VFUDobYSn,2.19E-4,0.493,"",0.0358,0.365,0.0936,1.05E-6,0,0.792
Older,Lizzy McAlpine,2V6xyW0KBDHzyQ4Q0ZSq1W,I Guess,spotify:track:2V6xyW0KBDHzyQ4Q0ZSq1W,0.47,0.518,63,0.0259,0.334,0.111,0.078,1,0.325
Nasty,Tinashe,6NjWCIYu1W8xa3HIvcIhd4,Nasty,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,0.165,0.931,"",0.0711,0.515,0.134,5.26E-6,1,0.411
USB,Fred again..,0Q8g6NtSmK7iiPJiwJJ03a,Jungle - Rico Nasty Remix,spotify:track:0Q8g6NtSmK7iiPJiwJJ03a,0.00316,0.686,49,0.0886,0.422,0.166,0.012,1,0.81
COWBOY CARTER,Beyoncé,6K2Iut8nSQigP83yvbiqi8,AMERIICAN REQUIEM,spotify:track:6K2Iut8nSQigP83yvbiqi8,0.0963,0.374,83,0.0363,0.0568,0.171,0.0,1,0.515
